poi_id;writer;keyword;wrating;wtime;mlocation;review;ids;titlen;mrating;mtipe;wlocation;mtotreview;wlocationlat;wlocationlong
18;Veralie;tebing keraton, fresh air, beautiful scenery, sunrise or sunset, access road, enjoy the scenery, thrill seekers, motor cycle, pine forest, parking lot is, visit this place, take your time, dago pakar, nice view, entrance fee, parking area, nice place;40;2017/6/27;-6.833968,107.66324;Best time to go there between 6 - 8 a.mAfter parking your car, you'll need to go up by Ojek (motor cycle rental man), 50k - 2 way. The Ojek will wait for you up there and bring you down. Make sure your car condition is GOOD. Breath taking view, fresh air, friendly local people.;496728631;If you love gorgeous scenery, you must... - Keraton Cliff;40;Points of Interest & Landmarks, Sights & Landmarks ;Jakarta, Jakarta Raya, Indonesia;195;-6.208763;106.845599
18;halfdotz;tebing keraton, fresh air, beautiful scenery, sunrise or sunset, access road, enjoy the scenery, thrill seekers, motor cycle, pine forest, parking lot is, visit this place, take your time, dago pakar, nice view, entrance fee, parking area, nice place;50;2017/8/10;-6.911733,107.61102;Should take a motorbike up to the peak and the view is awful especially the misty cliffs. It is truly a magical experience and view at sunrise see the cloudy and misty view.;510999723;Nice sunrise view - Keraton Cliff;40;Points of Interest & Landmarks, Sights & Landmarks ;SG;195;1.352083;103.819836
18;michael e;tebing keraton, fresh air, beautiful scenery, sunrise or sunset, access road, enjoy the scenery, thrill seekers, motor cycle, pine forest, parking lot is, visit this place, take your time, dago pakar, nice view, entrance fee, parking area, nice place;40;2017/8/25;-6.911733,107.61102;In here you can enjoy sunrise and cloud in BandungYou can see Lembang from top of cliffBut you have must walked above 1kmSorry for my english;517434284;Good place to enjoy sunrise - Keraton Cliff;40;Points of Interest & Landmarks, Sights & Landmarks ;Singapore, Singapore;195;1.352083;103.819836
18;KathStern;tebing keraton, fresh air, beautiful scenery, sunrise or sunset, access road, enjoy the scenery, thrill seekers, motor cycle, pine forest, parking lot is, visit this place, take your time, dago pakar, nice view, entrance fee, parking area, nice place;40;2017/8/18;-6.911733,107.61102;Although we didn't go for the sunrise, we enjoyed the gorgeous view of the village and vegetation along the trail to the top of the cliff. Take your time and enjoy the hike...;515030748;Nice hike with lovely scenery of the... - Keraton Cliff;40;Points of Interest & Landmarks, Sights & Landmarks ;Phuket, Thailand;195;7.951933;98.338088
18;GwenFoo;tebing keraton, fresh air, beautiful scenery, sunrise or sunset, access road, enjoy the scenery, thrill seekers, motor cycle, pine forest, parking lot is, visit this place, take your time, dago pakar, nice view, entrance fee, parking area, nice place;40;2017/9/18;-6.911733,107.61102;Our car can only go half way up. The rest of the journey on motorcycle. $5 for both way. The ride is quite bumpy. Not suitable for young kids and old folks. The view is beautiful. Fresh air n awesome view of Lembang. ;525291979;Beautiful viewpoint - Keraton Cliff;40;Points of Interest & Landmarks, Sights & Landmarks ;Kaohsiung, Taiwan;195;22.627278;120.301435
18;squirrelflies;tebing keraton, fresh air, beautiful scenery, sunrise or sunset, access road, enjoy the scenery, thrill seekers, motor cycle, pine forest, parking lot is, visit this place, take your time, dago pakar, nice view, entrance fee, parking area, nice place;30;2017/8/20;-6.911733,107.61102;Here you can catch the sunrise or sunset together with an aerial view of Bandung City. Your car transport will only bring you up to middle of the mountain as you will be stopped by the local ojeks (motor transport) to transfer for a ride up to the top. You can choose to walk up but the road is rather steep and may take up to 1 hour to reach. We got charged 200000rp for a 2 way trip for 2 pax but the price should be lower than this. Suggest to agree on the price for a 2-way trip before setting off to prevent them from overcharging.At the top of the hill, foreigners will pay an entrance fee of 52000rp/pax. The trail to the right will bring you to a camping ground surrounded by a pine tree forest. There are shelters, chairs available to relax in the cool surroundings to wait for the sunset/sunrise. The trail to the left will bring you to a viewing platform for another view of bandung city. The views are pretty spectacular but depending on your luck, it may be misty and you may not be able to catch the sunrise/sunset well. Do prepare good footwear as the ground is pretty slippery.;515471957;One of the few sunset/sunrise spot - Keraton Cliff;40;Points of Interest & Landmarks, Sights & Landmarks ;Singapore, Singapore;195;1.352083;103.819836
22;hydrilla h;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;50;2016/11/26;-6.911733,107.61102;If you are into nature and fresh air, visit there for tranquility! It is very cooling so do wear extra jacket and bring umbrella as it gets rainy during Nov and Dec Season. Better to book a private car transport with tour guide!;440070217;Love the scenery - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Quezon City, Quezon City, Philippines;97;14.637557;121.066888
22;c0sm0p0litangirl;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;50;2017/1/3;-6.90829,107.59052;one of the most refreshing trolls in West Java! If you are into nature, this place is definitely worth visit! Walini tea plantation is one of the best tea plantation you will ever visit. It's like labyrinth that makes the view is amazing! Love it!;449041523;Greenlicious!! - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;indonesia;97;-0.789275;113.921327
22;Mari B;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;40;2016/11/28;-6.911733,107.61102;Lovely stroll through the tea plantations, followed by a tour at the tea factory.Worth taking the time to visit ... beautiful photo opportunities.;440713809;Beautiful green scenery - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Durbanville, South Africa;97;-33.825941;18.653191
22;young_hendro;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;50;2017/5/2;-6.911733,107.61102;You should visit this place if you go to Bandung area.This place offer beautiful tea plantation view. You can bring your camera to learn photography here.;481131992;Breathtaking View - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Jakarta, Indonesia;97;-6.17511;106.865039
22;Shadrina17;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;30;2017/3/30;-6.911733,107.61102;Drove by on the way back from a glamping site. We decided to stop by the beautiful place to take pictures and stroll through the plantations.;471532276;Beautiful spot for pictures - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Singapore, Singapore;97;1.352083;103.819836
22;daryllhow;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;40;2017/5/21;-6.911733,107.61102;With nice clear sky, one could get a good view of the tea plantation that was own by Government. Locals work on it and therefore it is free to enter. ;486307673;Pit stop for this beautiful view - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Perth, Australia;97;-31.950527;115.860457
22;DRMB;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;50;2017/8/4;-6.911733,107.61102;It's on the way from Bandung to on the way to Kawah Putih. We stopped for an hour to walk around and enjoy the mountain air. Very peaceful and tranquil. Travel on the weekend can be congested so during Ramadan is better. There are some very good restaurants on the way there. Also bought some very good Wallini tea from the plantation outlet/shop;508916520;Breathtaking scenary on the way to... - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Canberra Australia;97;-35.280937;149.130009
22;dt_travellovers;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;40;2017/1/12;-6.911733,107.61102;Not much to do out there unless you go into the tea factory but its an amazing view and road trip coming from Bandung. ;451570358;Beautiful views - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Perth, Australia;97;-31.950527;115.860457
22;Jodenie;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;40;2017/4/2;-6.911733,107.61102;The location around 60 km from Bandung city, not to far from Kawah Putih. Its very beautiful scenery with green tea plantation and lake. ;472279278;Beautiful view at Tea plantation - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Indonesia;97;-0.789275;113.921327
22;Yvette T;tea leaves, tea factory, beautiful tea plantation, kawah putih, fresh air, beautiful scenery, bandung city, pickers, labyrinth, cooling, nature, driver;40;2017/10/9;-6.911733,107.61102;We only drove past but it is indeed a beautiful sight and worth stopping the car to take some pictures.;530742431;Nice View - Tea Country, PTPN 8;45;Historic Walking Areas, Sights & Landmarks ;Canberra Australia;97;-35.280937;149.130009
24;eka s;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;40;2017/4/24;-6.798856,107.576416;easy to reach location, very cheap entrance fee Rp. 15.000/pax, nice view for photo session (there are 3 shelter to stop during go down / up). a short journey you can't forget;478729580;a refreshing journey - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Bandung, Indonesia;128;-6.917464;107.619123
24;Veralie;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;40;2017/6/27;-6.911733,107.61102;Easy to find, breath taking waterfall scene.. easy to go down but you'll need to struggle on your way up (lots of stairs). There are two decks where you can enjoy seeing the waterfall and take good pics. ;496727703;A waterfall in the city - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Jakarta, Jakarta Raya, Indonesia;128;-6.208763;106.845599
24;RizaL S;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;40;2017/7/10;-6.911733,107.61102;Easy to access from Bandung and Cimahi by public transport. Just a small sanctuary to play a water, need an exercise to get closer to waterfall. Hundreds step you need to pass up and down. Or you just hang around somewhere on 2 decks already set up . If ;500586640;Cheap to get away - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Jakarta, Indonesia;128;-6.17511;106.865039
24;sarahpicolet;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;50;2017/7/7;-6.911733,107.61102;An adventurous stop in Bandung, we definitely felt like we achieved something here. The waterfall was wonderful to see and taking those +600 stairs up definitely made us proud (us being two smokers with horrible lungs). It was worth the trip down and just staring at the water falling puts you in a trance. ;499407632;A cheap but wonderful visit in Bandung! - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Utrecht, The Netherlands;128;52.090737;5.12142
24;jajavalB;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;40;2017/7/12;-6.911733,107.61102;this attraction is just beside the main street of cimahi city. I had to pay the ticket at the entrance and walked down the well paved way down to the foot of waterfall ,during the way down ,there are two platforms overlooking at the waterfall. there were chairs for sitting looking out at the waterfall.Be careful about naughty monkeys wandering down along the way to the waterfall. at the ground of the valley , there is a pond with plunging of stream of water with cool vapor and there are food shacks for having snacks or drinks. On the way back upto the entrance ,it may be tough because of physical demanding to climb up. it's valuable money and time to visit this waterfall.;501193462;towering clear water falling from high... - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Bangkok;128;13.756331;100.501765
24;Renz B;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;30;2017/9/3;-6.911733,107.61102;This waterfall attraction is one of the top tourist spots to visit. From the heart of Bandung, it takes like an hour and a half to get here because of the heavy traffic in the city. When we got here, our family friend who lives in Bandung reminded us not to speak English in the entrance area to avoid high charges so we followed what they told us. Then when we got it in, we didn't expect how steep it is to get to the very bottom. This is where your cardio, endurance and leg work will be tested.. It's easy going down but going back up, you need to get ready for some serious workout. In the path going down, there are like 3 viewing decks where you can take a sit, rest, enjoy the nature and the monkeys hanging on the trees and just take selfies with your loved ones and friends. We actually reach the halfway since it's a bit late in the day and we have some elderly people who is with us but overall it's a nice view to see the falls even if we didn't reach the very bottom.;520741269;Rainbow Falls with a hundred steps - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Bandung, Indonesia;128;-6.917464;107.619123
24;nadegefish;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;40;2017/9/25;-6.798856,107.576416;It is a beautiful waterfall, not a place to allow bathing but sitting there for a relaxing noon is not a bad idea. Well, u may need to prepare to climb the stairs, down to the waterfall and up all the way......nothing much down to the waterfall, bring your own coffee !;525877643;Prepare to climb the stairs! - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Seremban, Malaysia;128;2.725889;101.937824
26;RizaL S;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;50;2017/7/12;-6.911733,107.61102;This street is very historic, all the building along this street build by Dutch Colonial. Beautiful Art Deco two of the building its Hotel and worth to stay and enjoy experienced by local operator. ;501477995;Historia Street - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Other, Sights & Landmarks ;Jakarta, Indonesia;82;-6.17511;106.865039
26;Hanny06;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;50;2017/8/10;-6.911733,107.61102;its good for them younger couple or teenager,but there no traffic light mean dangerous to any cross the road also being traffic jam;510894315;night walk - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Sights & Landmarks, Other ;Malang, Indonesia;82;-7.96662;112.632632
24;Lukman P;nice view, water fall, loved ones, taking photos, fresh air, entrance fee, nice place, exercise, pics, stream, nature, paved, visitors, platform, lembang;40;2017/7/12;-6.911733,107.61102;This waterfall is a bit outside Bandung, near Lembang city. The access to get there is easy, all vehicle can reach there. After we enter the gate, we must walking down the stairs to reach the waterfall. The stairs quite exhausting, especially for elders. But thankfully there are several balcony in there so people can take rest and take several photos from the balcony. The waterfall itself is great, quite high with vast amount of water coming down, My favorite waterfall in the Bandung area;501448370;Worth the effort to get there - Cimahi Waterfall;40;Waterfalls, Nature & Parks ;Bandung, Indonesia;128;-6.917464;107.619123
26;mariadhevi;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;40;2017/7/15;-6.911733,107.61102;This is one of the historical street in Bandung. I suggest you to go to Asia Africa Street on weekend and you'll find so many costplayers with thematic costumes, like cartoon characters (winnie the pooh, hello kitty, masha, bear, princess, etc): Superhero characters (transformer, gatot kaca, batman, hulk, etc): and horror characters (witch, pocong, kuntilanak, valak, suster ngesot, etc).;502212980;School holiday trip - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Other, Sights & Landmarks ;Dki Jakarta;82;-6.17511;106.865039
26;Yanssens T;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;40;2017/7/28;-6.911733,107.61102;If you come to Bandung, this place is one of the icon, so yeah, you should come here. You can see some attractions on the sidewalk, but most of them are ghost costplay. It's ok and quite entertaining.;506408970;Historical place - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Other, Sights & Landmarks ;Dki Jakarta;82;-6.17511;106.865039
26;Leo H;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;40;2017/8/11;-6.911733,107.61102;Very crowded road with tourist or local people to take photo. Many historic building in there. Very recommended if u come to bandung.;511276218;Historic place - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Sights & Landmarks, Other ;Malang, Indonesia;82;-7.96662;112.632632
26;Aharyati;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;30;2017/8/22;-6.911733,107.61102;Well this is the most iconic road in bandung, the decoration along the road are nice. Along the way many people taking selfie pictures. But during night, the crowd were getting worst both peoples ( block your way, cause they talking at the pedestrian way) and vehicles ( the smoke make you can not breath) so it make me less enjoyable walking the street.;516499369;Crowded Pedestrian ! - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Sights & Landmarks, Other ;Balikpapan, Indonesia;82;-1.237927;116.852853
26;gugun P;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;40;2017/10/2;-6.911733,107.61102;Asia Afrika is unique place in bandung, i heard that a lot of photographer go there for hunting picture. When i go there, i prove it;527439293;Good place for hunting picture - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Sights & Landmarks, Other ;Balikpapan, Indonesia;82;-1.237927;116.852853
26;Afief73;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;40;2017/10/9;-6.798856,107.576416;lots of street performance and special dress up that you can take a photos with little rupiahs, also close to alun-alun when you need to stretch up your feet after a long walk in jalan asia afrika...recommended for afternoon sightseeing with family and friend;529323656;great afternoon sightseeing - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Sights & Landmarks, Other ;JAKARTA, Indonesia;82;-6.17511;106.865039
26;Hubert G;every saturday, free night, historic place, alun alun, take pictures, old building, costumes, sidewalk, strolling, street, conference, traffic, weekend;40;2017/10/2;-6.911733,107.61102;This is definitively one-of-the-must-see-places in Bandung . It's like a global place where you can meet with dozens of nationalities , speak dozens of languages ( if you know more that one of course ) and have fun with dozens !!;528442656;Like Paris and the Eiffel , Brussels... - Jalan Asia Afrika;40;Historic Walking Areas, Neighborhoods, Sights & Landmarks, Other ;Tongeren, Belgium;82;50.78419;5.47449
20;Leo H;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;40;2017/8/14;-6.911733,107.61102;One of famous street food at bandung. Many food in there especially chinese food. If u come to bandung don't forget go there.;512617028;Many food - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Jakarta;117;-6.17511;106.865039
20;asriniruth;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;50;2017/8/31;-6.911733,107.61102;This place culinary market located in jalan Sudirman Bandung, which opens at 6pm. Most food sold here is Non Halal. This place has a lot of stalls sell pork foods, such as pork satay, martabak pork, curry pork, etc, and mostly taste so delicious! The place getting too crowded sometimes, but overall it's a nice experience visiting this place.;519783359;delicious food with reasonable price - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Indonesia;117;-0.789275;113.921327
20;SA1710;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;30;2017/8/27;-6.911733,107.61102;This place connected to Cibadak street food area at one end and Sudirman street at the other end. Many Porky theme food at this place and some famous name such as Sate babi Wibisana and even Nasi Campur Kencana (originally from ITC Mangga Dua Jakarta). Some mural on the wall and lights along the street. Not my first choice for Bandung street culinary.;517938001;Many porky food at this place - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Jakarta, Indonesia;117;-6.17511;106.865039
20;clyn88;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;30;2017/9/5;-6.920851,107.60054;Get there early, so you would be able to get a table and also if you want to sample the famous dishes there. Cos we were there at 7ish and either you have to wait 1hr or it's sold out. Other than that the prices are on high side.;521305416;Very commercialized and totally for the... - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Kuala Lumpur, Malaysia;117;3.139003;101.686855
20;Yanssens T;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;10;2017/7/28;-6.911733,107.61102;Well, I have to say that this place is nice if you never been here before. But, after that, you can get lots of good food somewhere else. The food is not special and the taste also not that good. But, the price is quite expensive though. So, if you never been to this place before, you can try, but for good food, you can try somewhere else.;506408442;Nice place for first timers.. - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Jakarta;117;-6.17511;106.865039
20;BubsW;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;40;2017/9/25;-6.911733,107.61102;Found this furring the day while wandering around. Kind of a large covered food market but with an al fresco feel.Loads of 'street' food vendors to choose from. I get the impression. It's cleaner than typical street food vendors so might be a good intro for softy Europeans like me. And there's a beer stall! Looks like it would. W nice to sit and have a beer here, people watching...;526478545;Nice ambiance - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;London, United Kingdom;117;51.507351;-0.127758
20;Cyril L;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;40;2017/7/19;-6.911733,107.61102;Visited on a Wednesday. Food was okay, service was great. Price is not as cheap as Cibadak street vendors. But since all the stalls were concentrated around the sitting areas and easy to order from, you are paying for convenience and also the ambience and cleanliness. Tried a few of the dishes like nasi goreng, some sea shells, dumplings, bbq pork, the standard was okay and granted, you can find better food in Bandung for cheaper. However, it's worth going to if it's your first time to see what the street food here is about.;503576824;Ok if it's your first time in Bandung - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Jakarta;117;-6.17511;106.865039
20;Esther A;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;30;2017/9/25;-6.911733,107.61102;its good place, and so crowded....i like the atmosphere here...delicious food and so varianti want go there again :);527203293;delicious food with good view - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Surabaya, Indonesia;117;-7.257472;112.752088
20;Nuri3009;pork satay, martabak, halal food, non halal, love pork, food stall, place to eat, food court, many choices, reasonable price, porky, stalls, pinky, foods, ronde, crispy, kinds;40;2017/10/15;-6.911733,107.61102;Looking for delicious pork and friends, here is the place! Another chinese cuisine also available. Life begin at 6 PM until 11 PM..;532889298;Felt like HongKong in Bandung - Sudirman Street;40;Scenic Walking Areas, Sights & Landmarks ;Jakarta;117;-6.17511;106.865039
23;Jan K;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;50;2017/5/8;-6.911733,107.61102;a good day trip in the Banding area. very special swimming in the water from the volcano. don't miss out on this one.;482809188;worth a visit - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Nehalem;455;45.720107;-123.894022
23;M P;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;40;2017/7/8;-6.911733,107.61102;This place was wonderfull. They have hot spring in the midlle of tea plantation. They have public pool, private pool (at hotel), theme park and picnic place. You have to try the hotel with your couple and relax the hot spring in the late night. The best time to enjoy the hot spring is in the late night. Dont try at normal hour or in the weekend because is to crowd.;499618346;Great place for relax - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Bandung, Indonesia;455;-6.917464;107.619123
23;Raymond T;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;20;2017/7/26;-6.911733,107.61102;Hello. i'm from bandung and usually come here with my friends . but this day , unfortunately , i got hurt because of the floor isn't being well maintenanced . ( at kunang kunang hot springs pool ).I think that i (maybe so many people too) have requested for the floor being maintenanced . i think the floor still haven't been changed since last year . i hope that the maintenance getting better so we can enjoy the hot pool safely . ;505722874;Bad Maintenance - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Bandung, Indonesia;455;-6.917464;107.619123
23;CheiThai M;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;30;2017/9/18;-6.90829,107.59052;We made the payment for our rent car, then parking fee, then entrance fee. We thought that there will be a big hot spring area, then we released that many hot spring need another 'entrance fee', at the end we stay at a small public hot spring place and we only dip our legs and leave. Place seems run down and poorly maintained.;524882422;Payment, Payment again and again. - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Malaysia;455;4.210484;101.975766
23;Asep S;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;50;2017/10/14;-6.911733,107.61102;This place is amazing with the hot water spring,beautyful decoration like the hot water fall.most of the visitor try to swimm.because the watet is very healthy for your skin.rematic etc.lovely walking arround.great ti visit there;532609875;Hot water spring - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Kuala Lumpur, Malaysia;455;3.139003;101.686855
23;Kala R;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;50;2017/8/28;-6.911733,107.61102;The most awesome experience of visiting a HOT SPRING was so exciting,that I did not sleep the previous night.such a lovely weather on a long drive,made it more welcome.Beautiful Nature and the surroundings was so engrossing,that it looked like a picture post card.i am looking forward to go to this sulphur lake again.;518624393;never seen before a HOT SPRING - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Singapore, Singapore;455;1.352083;103.819836
23;Wana7;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;40;2017/9/25;-6.911733,107.61102;Travelling through the narrow streets of Lembang & the foot of some of the volcanic mountains here to get to Ciater is an experience by itself. A place where locals especially the young loves to hang out for a refreshing dip into the hot pools, get there past midnight..;526418312;Take a dip into the many hot pools... - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Kuala Lumpur, Malaysia;455;3.139003;101.686855
23;Nasution S;hot water, nice place to relax, swimming pool, cool weather, tea plantation, fresh air, horse riding, skin, subang, body, sulphur, lembang, atv, management;50;2017/7/26;-6.911733,107.61102;A place call Ciater was very stunning and I was definitely happy with family while we spent holidays. Room was clean, staff so professional and the food was very satisfied. Hot water was so natural and so enjoyable, Will come back again at the soonest ;505809382;Nice place and worth to try - Ciater Hot Spring;35;Hot Springs & Geysers, Nature & Parks ;Bandung, Indonesia;455;-6.917464;107.619123
21;Norbert T;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;50;2016/11/14;-6.911733,107.61102;We were very lucky to be able to pass the Holy Door on the last week of this opportunity.The shrine at Lembah Karmel Lembang has been upgraded compared to our last visit a few years ago.The Tomb where it has the statue of Jesus has been upgraded and looks very nice and clean.Love this place.;437320176;Very lucky to enter the Holy Door at... - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;North Willoughby, Australia;113;-33.795;151.204
21;YMesiano;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;40;2016/7/20;-6.911733,107.61102;An unplanned journey drove me to this place. Started to look after Bakso nearby, parked inside, finally found the place which suitable to take photos. Tried to enter the area, one of my friend chose to pray while the other friend and I were enjoying peace in its silence. With a cool weather, very suitable for those whom looking for a place for offering their devotion. It also isn't a bad choice for photographers whom looking for objects to be captured, but in a good manner and purpose.;394904464;Execellent Place for Rejuvenating... - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Bogor, Indonesia;113;-6.597147;106.806039
21;nuningloft;visit this place, virgin mary, serene place, catholic church, cool weather, satay, grotto, prayer, mass, lembang, devotion, pilgrimage, spiritual, statue, journey, attraction;40;2017/10/9;-6.911733,107.61102;It was for Catholic, even some Cristian also come to pray for Jesus Crist.For praying available 2 type, directly pray to Mother Mary & Jesus Crist or we do some way of the Cross. They open 06.00 am. And many stores was opened arround this. ;529440344;Pilgrimage place, comfortly to pray - Pertapaan Karmel OCD;45;Points of Interest & Landmarks, Sacred & Religious Sites, Sights & Landmarks ;Karawang, Indonesia;113;-6.301566;107.296652
